predicted_label,komentar
alih fungsi hutan,contoh foto yg bagus utk dokumentasi udah bantu narsis ebgo
kebijakan pemerintah,usaha nama nya klo penting yg sembunyi
komentar biasa,ap anis lupa aceh gk
kebijakan pemerintah,ya logika aja perintah open donasi
kebijakan pemerintah,perintah goyang kaki org uang ga kita
sosial kemanusiaan,sk
sosial kemanusiaan,udh liat lbh guna masyrakat daripda wakil ka
sosial kemanusiaan,oon banget lu
perubahan iklim,lbh pinter dr wapres kebeneran yg ipknya cm cm ga backingan aja
pembalakan liar,banding gibran
kebijakan pemerintah,berani perintah keluarin miliar
kebijakan pemerintah,udh d sumbangin k korban bencana
kebijakan pemerintah,yg dr ferry irwandi uda jalanlagian perintah wajibngasih bantuantugas aga usa puji
sosial kemanusiaan,bantu ka sumatra
sosial kemanusiaan,bantu donasi bantu doamau sampe gmn
komentar biasa,pur iyain aja
kebijakan pemerintah,stop nyalahin perintah kak lihat berita bantu udah salur
pembalakan liar,bantu wajib lindung warga negaraitupun gagal gara serakah merekahasilnya yah
sosial kemanusiaan,jkfff
kebijakan pemerintah,hukum gak mempan
komentar biasa,biar alam yg tentu
sosial kemanusiaan,gelenggeleng
sosial kemanusiaan,inna lillaaahi wa inna ilayhi rojiun
sosial kemanusiaan,yg nebang cari suap berlian rakyat derita
sosial kemanusiaan,bayangin mayat sana
pembalakan liar,hasil pimpin presiden yg ngakunya sarjana hutan
kebijakan pemerintah,perintah gak sadar sadar emang gak malu sih udah
sosial kemanusiaan,up terussssssss biar dunia tau rusakya alam indonesia
kebijakan pemerintah,gilir warga jaga sungai sampah perintah nyampahh
alih fungsi hutan,bukit baris rusak usaha babat hutan sumatramau ijin tetep rusak lingkung
pembalakan liar,heran yg tangkap kayu gelondong yg tebang liar
kebijakan pemerintah,klo nganter barang bukti tuh ya pelan dikit ngapa
alih fungsi hutan,juta lapang kerja juta potong kayu
alih fungsi hutan,pohon yg tebang
sosial kemanusiaan,laillahaila anta subhannaka inni kuntum minadzdzalimin
kebijakan pemerintah,perintah indonesia otak nya isi duit doang kaya
sosial kemanusiaan,mesti pbb yg usut klo perintah yg usut ga selesai krn udh hubung alam
alih fungsi hutan,kayu sampah
alih fungsi hutan,kayu kayu ni menteri hutan tumbang daun nya mana
alih fungsi hutan,banget potong kayu rapi kayak gitu
sosial kemanusiaan,sampah limbah aja segitu trus kali lipat yg tebang
kebijakan pemerintah,woi kuasa tuh tuh kayak sisa pohn lupa angkut ya
pembalakan liar,serakah kuasa rakyat yg tanggung akibat nya
kebijakan pemerintah,perintah indonesia malu gk y negri
sosial kemanusiaan,ya allah mala kayu liat hut alam hr izin sm allah utk lenyap manusia
alih fungsi hutan,inti stop bala liar izin tebang hutan izin luas kebun sawit
kebijakan pemerintah,menteri tau ngerti ngga
sosial kemanusiaan,kena longsor ya alam motongnya rapi gitu wkwkwk
alih fungsi hutan,kaget banget sih yg liat banjir yg sera sampah plastik ehhh kayu yaaa aneh timbul kayu
kebijakan pemerintah,ferry dlm jam hasil kumpul m lbh gelar jabat tunggu lampu hijau dr tp perintah rapat izin tunggu lampu hijau foto lepas bantu upacara seremonial ferry doang yg satset tp bantu dr negara tetangga jg lbh gercep
sosial kemanusiaan,lu goreng pake air
sosial kemanusiaan,banjir longsor
sosial kemanusiaan,gak bang sogok duluan
pembalakan liar,g tau sumbang harta mu bujang
sosial kemanusiaan,owalah hidup org kyak gin udah loh
pembalakan liar,bajing
sosial kemanusiaan,kak fyp ku bnyakan tapsel ku lihat berita kayak si
sosial kemanusiaan,e
sosial kemanusiaan,cari muka dmn susah d bantu g terecord
sosial kemanusiaan,hedehh tulul
komentar biasa,byk bantu kesana masuk taptengjustru aceh kasihdah gembung maytt snaaq yg dah kesana
sosial kemanusiaan,jgn keruh kau
sosial kemanusiaan,nya berlombasemua nya tolong aceh sumatra barat sumatra utara
komentar biasa,gk bantu tp komen adu dombapaling gk doa aja gpp lo kau
kebijakan pemerintah,udah bantu
sosial kemanusiaan,tapanuli kasih kak aceh khan emang masuk bantu
pembalakan liar,woy tayik gibran liat berita tayik
komentar biasa,org yg tdk penah brsyukur akn sntiasa keluh prasangka buruk sakit jiwa suka adu domba tk puas yg krg siuman psycho bahaya
pembalakan liar,hati yg tdk prnh brsyukurd dlm hati lahir sifat setan angkuh smbong takbur iri hatipentingkan
pembalakan liar,lol
pembalakan liar,komen ternak jokowi dungu
sosial kemanusiaan,blo on
pembalakan liar,yaudah lu bantuin ngapain nyalahin orang
sosial kemanusiaan,gass ajakin artis yg dukung andal
alih fungsi hutan,owen udah kak nanam pohon sumatera
sosial kemanusiaan,daerah bengkulu ngga kak
alih fungsi hutan,kabar kalo bukhutan gundul
sosial kemanusiaan,jga gabung ka kalo
sosial kemanusiaan,kak si jerhemy nemo yg pacar kak erika pelukia
pembalakan liar,up
sosial kemanusiaan,jeremy owen kaa rencana coba deh cek vt nya
sosial kemanusiaan,ikuttt
kebijakan pemerintah,lg buka donate utk patungan beli lahan untk tanam pohon liat vt nya jerhemynemo
sosial kemanusiaan,udah kali kak tebar tpi minat aja lihat
sosial kemanusiaan,tau ku owen ngadain kak
sosial kemanusiaan,yuuuuuk ikuttttt
kebijakan pemerintah,lahan udah gundul udah milik pt a sampe z jualin perintah
sosial kemanusiaan,cebokin
komentar biasa,ngoceh
kebijakan pemerintah,gila kalo ga terima duit perintah mana duit jugaa
sosial kemanusiaan,yapping
perubahan iklim,muak mndengar bicarasi teori
sosial kemanusiaan,kejangkejang kak liat beritany
pembalakan liar,the money must be crazy good tuh
komentar biasa,tau tu sebel bener kek tau
sosial kemanusiaan,yapping
sosial kemanusiaan,yapping
pembalakan liar,tangkap
alih fungsi hutan,sabar ya kak bertahanlahsemoga bantu cepat nembus lokasi ungsi yah
sosial kemanusiaan,kak ya allah moga cepat bantu daerahmy ya kak maaf ya kak ga bantu
sosial kemanusiaan,ya allah moga iri baju keluarga yg layak pakai utk mereka
sosial kemanusiaan,cm sabar jgn lupa paksa dekat allah yg kena bencana blm mati yg kena bencana mati inti smga allah mati dlm husnul khatimah aamiin
pembalakan liar,halo kak tau kakak butuh sembako butuh obat obat insyaallah baju kirim kak via jne
sosial kemanusiaan,kak kalo tau butuh obat aja ya kak kirim paket bantu kesana tp ga tau obat kirim
sosial kemanusiaan,lumpur udah kering debu suara udah hilang batukorang tua sakit rematik capek sih lumpur rumahbutuh obat beli apotek tetangga kampung yg banjir kena air hujan aja kayak kampung keliling sawahair lumpur masuk kampung semua
alih fungsi hutan,huhuhu sedih baca kalo posisi kuat kalian tau obat yg butuh kak obat batuk pilek demam gitu kak biar list besok kirim aceh
pembalakan liar,obat batukpilekobat sakit orang tua kayak rematikasam uratdarah tinggi masker debu lumpur kering
sosial kemanusiaan,obat asam lambung demam kah kak baca x lapar takut lari lambungkedinginan kena hujan angin gitu trs demam
sosial kemanusiaan,sabar ya kak mngkn akses pusat pengusngsianny susah moga bantu ktmpt tjuan moga allah swt mudah lancar niat qt smua aamiin ya rabbal
pembalakan liar,kak dimna persis kumpulin baju selimut
sosial kemanusiaan,desa blang peuriakecamatan samudera kab aceh utara
sosial kemanusiaan,kakak daerah biar kirim sumbang barang baju
pembalakan liar,up
pembalakan liar,up
sosial kemanusiaan,kak baju layak pakai anak krna kecil anak paham kirim kemanabisa bantu kah
sosial kemanusiaan,kk bs bls komen kak akses listrik sana tdk putus
sosial kemanusiaan,kak lauk emang indomie ngeluh liat keliling nasib nya jugak kita aceh luas banget dampak percik bantu krna sasar dalam pelosok kota nasib nya tragis sekarang
sosial kemanusiaan,kak aceh ya
sosial kemanusiaan,tegur sang cipta perintah kendali bencana hendak allah
sosial kemanusiaan,bego
sosial kemanusiaan,manusia tollllllll
sosial kemanusiaan,seleksi alam musibahsemua izinnyasbg ingat umat mnusia hnya musafir d muka bumi inidoakan aja smoga cpet pulih yaaa
pembalakan liar,gibran aja aceh barat
sosial kemanusiaan,ambil hikmatpelajar bala bencanamusibah landa
sosial kemanusiaan,balabencanamusibah ituatas k allah swt salah nya
sosial kemanusiaan,loooooo
komentar biasa,ade kosong kepala
pembalakan liar,tanggung bencana kaya gin sebab tebang kebun yg ngasih izin yg kasih izin
pembalakan liar,orang medankeras orang sabar lembutkaya orang jawa
sosial kemanusiaan,rakyat dpr rakyat rakyat
komentar biasa,kepala bnpb yg skrg
pembalakan liar,salah bro orang mang sukses negara rantau contoh belanda buka rumah makannciri khas sambal rendang trus du australia amerika tegas mang mandiri berfikir muncul rantau lanjut ferry percaya
alih fungsi hutan,awas audit penggunaanya takut oknum yg manfaat kondisi
sosial kemanusiaan,judul wakil rakyattp gak guna rakyat
sosial kemanusiaan,moga tambah berkatmudan yg trdampak smoga bs trbantu
sosial kemanusiaan,warga bantu warga
kebijakan pemerintah,klo uang serahka perintah yampeknya m doang
sosial kemanusiaan,sehat sehat umur rezeki lancar orang ferry irwandi
alih fungsi hutan,bahaya anis ampai bray
kebijakan pemerintah,ferry irwandi tara menteri
sosial kemanusiaan,ya rakyat bantu rakyatttt
kebijakan pemerintah,rakyat perintah
kebijakan pemerintah,jabat perintah bs akting aja lokasi mirissss
sosial kemanusiaan,rakyat bantu rakyat rakyat jaga korban bantu korban sehat org
sosial kemanusiaan,masya allah tabarakallah
sosial kemanusiaan,dri rakyat rakyar
sosial kemanusiaan,ya tuhan angkat derajat beliau antusias tolong masyarakat sumatera bang jgn lupa medan ya bantu medan dampak bang
pembalakan liar,keren bg ketimbang ferrel dewan pake rompi anti peluru liat doang
sosial kemanusiaan,moga saudara sana lindung alloh
pembalakan liar,kalo mikir pake otak pake dengkul
sosial kemanusiaan,uang elu gw kagak percaya
sosial kemanusiaan,ydah ku sruh tf mcukup
pembalakan liar,otak aja kaya jabat ga ambil judol kaya lu aoskwowk
alih fungsi hutan,karna asli sumatera karna termul
sosial kemanusiaan,gak nyambung botol utang woosh junjung lu bayarin
kebijakan pemerintah,emang jokowi gak guna
alih fungsi hutan,ferry irwandi ni ka pantau aja biar transparan
pembalakan liar,atur tu kalo donasi kaya bgni ya bencana alam ga kenain pajak tpi kaya indonesia mustahil korupsi besar sistem kerja pake umur outsourcing blm nya hutan babat abis bener ga min partaigerindra
sosial kemanusiaan,maaf ya jabat binatang
pembalakan liar,pajak orang goblok
sosial kemanusiaan,atur skg klo hubung giat sosial kena pajak
sosial kemanusiaan,donasi kena pajak yaa dek ajar bener
sosial kemanusiaan,sumbang tdk kena pajak
komentar biasa,pikir aja
pembalakan liar,sampe potong pajak ga da otak berat
sosial kemanusiaan,hahahahhaa
pembalakan liar,hadeh lucu yaa kalo debat orang kosong jenderal cmn instansi aph doang emang pajak cmn lembaga doang ga
sosial kemanusiaan,pajak nya m
komentar biasa,islam wktu smp ad ajar agama situ kasi tau kiamat kcl kiamat bsr yg mna aja
pembalakan liar,iya iya gw ajarin ama guru agama guaz kalo banjir kiamat
sosial kemanusiaan,bner jg kiamat
sosial kemanusiaan,yes
sosial kemanusiaan,iyaaaaa dekkk
sosial kemanusiaan,iya kak udh kiamat bencana laki yg rupa perempuan perempuan yg rupa laki salah tanda
komentar biasa,kiamat kak
sosial kemanusiaan,kiamat ya hancur dunia
komentar biasa,kiamat bang
perubahan iklim,kiamat udah bang lahir
komentar biasa,orang tinggal kiamat sugro
pembalakan liar,kiamat ulah manusia krna tebang liar
pembalakan liar,orang mati kiamat
sosial kemanusiaan,hector
pembalakan liar,denger cerita chanel hirotada radif bahas bener warga ditakutin mistis hantu hutan hutan tambang ilegal
komentar biasa,simple liat bukti buka google earth
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,gmn yg kritis kritis rs jg yg lg operasi dll
sosial kemanusiaan,lansia yg udh gk jalan gimana
sosial kemanusiaan,bner kak gakebayang gimana prasaan itu
sosial kemanusiaan,iyya yahh sesak
sosial kemanusiaan,kucing yg gk dosa itu
sosial kemanusiaan,mikirnya kondisi lansia yg sakit sulit bangun kak karna urus lansia jd pikir kalo selamat yg lansia nya nya
kebijakan pemerintah,said
pembalakan liar,doa sehatt kak
pembalakan liar,iya
sosial kemanusiaan,angin jg ka
sosial kemanusiaan,api
sosial kemanusiaan,maaf kak banjir bandang wilayah deket pesisir kah
komentar biasa,jangannkan yg pesisir tengah kota nak jugak
sosial kemanusiaan,ya allah kaak maaf gak bantu doain
sosial kemanusiaan,fomo
komentar biasa,aceh indonesia
sosial kemanusiaan,n bin tll
sosial kemanusiaan,jgn anj anj an ah kak emang bencana nasional gabisa liat skala aja bener lumpuh tahap pasok bantu ga bilang bencana nasional cmiiw kak
sosial kemanusiaan,fomo ytm
pembalakan liar,masak sihdi tv one muter berita bencana kogaku tahu lengkap tvkulihat remuk redamsmoga pulihkira msh bert tinggal situ lgi relokasi rawan pengunungan lembahair limpah dri
sosial kemanusiaan,krna rmh mrka blm kena
perubahan iklim,indonesia cuman yg tetap bencana nasional gempa tsunami flores tsunami aceh covid sdngkan kayak peristiwa gempa palu yg jg bencana nasional
perubahan iklim,kl bencana nasional tahu sebab apabukan bencana alam alami tp bencana alam buat sang beri bijak
pembalakan liar,laen emang wowo
pembalakan liar,mah bantu gakdi mata tetep salah benci
kebijakan pemerintah,parah tsunami aceh covid perintah aja
kebijakan pemerintah,gak tsunami palu korban gak tetap bencana nasional
kebijakan pemerintah,bupati gonggeng
pembalakan liar,iya
sosial kemanusiaan,pink mas
komentar biasa,gerindra zulhasan rajajuliantoni
sosial kemanusiaan,aamiiinn
sosial kemanusiaan,aamiin ya rabbal alamiin
sosial kemanusiaan,yaallah kampung ku
sosial kemanusiaan,yaallah moga baik yaallahh
alih fungsi hutan,pray for sumatra salam jawa
sosial kemanusiaan,deep banget baca
sosial kemanusiaan,sadar ratus mayat hewan ta tolong kucing
alih fungsi hutan,pliss hutan sana hrusnya jaga klo banyak gundul tanah gampang longsor banjir gbisa nahan tanah gaada yg serap air klo gaada pohon
sosial kemanusiaan,ya allah
sosial kemanusiaan,gimana hidup yg hilang rumah kendara org dekat
sosial kemanusiaan,izin ambil video bang galang donasi
sosial kemanusiaan,bencana dmn kpn sajaingt sodaraku
sosial kemanusiaan,smuanya titip
perubahan iklim,bener ya air tanah hari ijin allah lenyap manusia tp kali allah bilang tunggu tau hamba yng taubat ny allah bilng gerak
sosial kemanusiaan,ya allah moga bantu penjuru karunia allah
pembalakan liar,pertiwi sedih air mata nya linang
sosial kemanusiaan,lindung ya alloh
sosial kemanusiaan,astagfirulloh
sosial kemanusiaan,ya allah
sosial kemanusiaan,hasbunallah
sosial kemanusiaan,s
komentar biasa,lucu
pembalakan liar,yg bangga ya rob rumah yg gadang kokoh mega mewah kun fayyakunmu bekerjasungguh angkuh sombong manusia yg milik
sosial kemanusiaan,ya allah moga bencana nya
sosial kemanusiaan,bangga
sosial kemanusiaan,mkna dr titip
pembalakan liar,yg atap rumah kak hari takut tahan lapar harap bantu cepat
perubahan iklim,manusia tll alam murkamasih aja nyalahin bencana alam jawa
kebijakan pemerintah,dul dul pemprovmu kakean korup salahin jawa
pembalakan liar,yg kutuk kena kutu bicara
pembalakan liar,gk kau kutuk
alih fungsi hutan,sumatra biar aja banjir
pembalakan liar,sala tiba kutuk
komentar biasa,ko bawa jawa ya
pembalakan liar,hei lae kau kutuk psjabat daerah
sosial kemanusiaan,hisab diri bang cermin hujat orang buat hidup bener
sosial kemanusiaan,moga kau miskin umur hidup yaa aaamiin
alih fungsi hutan,ngakak di jawa banjir warga kaga yg ngutuk pulau
sosial kemanusiaan,aceh ganja ken legal tuha ngasih alam ini
kebijakan pemerintah,bagus apas perintah daerah mu
komentar biasa,gak sadarsetiap kali teriak indonesia gak bencana d sanaitu aja deh coba renung
alih fungsi hutan,emang siapakutukan manjur gtnyatanya balik badan sndrimakanya jd manusia kedok d jubahpenampilan agamisbersihin tuh hatidikit jawa d salahkanharusnya introspeksi diriada kait dg air musibah
sosial kemanusiaan,bacoot
komentar biasa,nama aceh merdeka pisah indonesia
sosial kemanusiaan,ibadah yg bener jgn nongkrong kedai kopi aja hari mpe ga anjak adzan kumandang malu ma julukanserambi mekah
sosial kemanusiaan,maaf bawa bawa suku orang jawa bawa suku
pembalakan liar,yg d kutuk yg kena kutu kutu kalimat energi mentah
kebijakan pemerintah,narasi bilang nyalahin jawa si statement indonesia jawa salah jawa ditujuka perintah ga sih yg utama jawa knapa beda sih sensian bgt trus jawa hama please kayak dr sumatera aja deh kalimantan bal sulawesi papua aja ngomong gitu ga empati bgt nih orang
alih fungsi hutan,yg nyalahin jawa yg bilang sda nya keruk bawa jawa transmigran jawa yg nebangin pohon
komentar biasa,gak orang ms org yg pecah belah sya aja sumbar tdk prnh blg jawa hama
sosial kemanusiaan,mari bersamasama lawan ras kesukuansetiap pulau rasa bencana keluh salah solusi
komentar biasa,mutiara sumber daya alam jawa gk sdanya padahal dapat negara pajak itu mayoritas jawa
sosial kemanusiaan,jujur ga respect
sosial kemanusiaan,fokus tekan pemerintaj pusat biar naik status bencana nasional plus hukum korporat yg rusa
alih fungsi hutan,jgnkan kak liat komenan orang postingan bencana aceh aja smua pd blg untung bkn indo aceh negara sakit loh baca sbg org aceh
sosial kemanusiaan,sumber daya alam stiap daerah jawah
pembalakan liar,emang orang jawa nggak rantau jawa
sosial kemanusiaan,alhamdulillah kakak nya sekolah pesantren utk anak org hati mulia bersih yg gk ngungkitsmga rezeky nya lancar berkah barokah
pembalakan liar,ungkit baik orang sombong anjur ngaku yg milik
sosial kemanusiaan,allah kak hati seseorangklw sombong dunia inisemua milik allah amal ibadah bawa tinggal syg jg lihat komen bnyak jg yg blg sumtra hamatp gk sya blsmnrt sya plg org yg pecah belah indonesia
sosial kemanusiaan,klw gak bantu yasudah gpp jgtoh cm org berhti ikhlas yg lgian jg ngasih donasi m
sosial kemanusiaan,maklum bang sdm rendah wajar kalo negara manfaat ngejek sdm rendah iq fakta orangorang malu mata dunia
perubahan iklim,kkgimana ngebantu klo akses nyalurin bantu gk nunggu kondisi banjir dn tanah longsor cuaca buruk hr akses gk nyalurin bantuanliat erupsi meru gk langsung bantu
pembalakan liar,tangan contoh tebang pohon liar
kebijakan pemerintah,yg kena musibah jawa yg salah perintah daerah lambat jawa yg salah
sosial kemanusiaan,bangun tp ga ad masjid
sosial kemanusiaan,inalillahi wainnailaihi rojiun
alih fungsi hutan,sedih doa moga tabah sabar lbh kuat dlm jalan moga perintah cpt baik yg rusak baik kota aceh khusnul khotimah korban yg tinggal
alih fungsi hutan,hujan nya gunung udah tebang pohon yakena dampak nya
sosial kemanusiaan,innalilahi wainnailaihi rojiun
pembalakan liar,yaalloh yarobby orang pd mana yaallooh slametkanlah
sosial kemanusiaan,bentar ya negara indonesia kirim bantu ko
sosial kemanusiaan,yaa allah hendak moga saudara aceh sumatra sabar
sosial kemanusiaan,i need friends from africa
sosial kemanusiaan,mikirkan harta hidup aja sukur
sosial kemanusiaan,listrik mati ga sih banjir
pembalakan liar,iya we hutan kalimantan d jadi kotatakut
sosial kemanusiaan,katay biar maju kak biar gak dijawa melulu lahan hijau jaga ekosistem
alih fungsi hutan,iya maju sih maju tp jgn hutan gundul
pembalakan liar,awas beri ijinnya hrus dpertanyakn kak hrus
sosial kemanusiaan,next kalimantan bang coming soon
pembalakan liar,doa yg keti blok
sosial kemanusiaan,nabi muhammad shallallahu alaihi wasallambersabda hai orangorang iman perkara timpa perkara mohon lindung allah dapat muncul buat keji zinamerampok minum khamr judi masyarakat laku terangterangan kecuali sebar penyakitpenyakit orangorang orangorang tahan zakat harta kecuali hujan langit tahan anda hewanhewan manusia hujan orangorang kurang takar timbang kecuali siksa kezhaliman kuasa hidup susah paceklik pemimpinpemimpin negara masyarakat hukum kitab allah memilihmilih allah turun kecuali allah jadi musuh keras
sosial kemanusiaan,klw udah dunia
sosial kemanusiaan,ya alloh ya robbi
sosial kemanusiaan,moga atas kuat tabah saudara sana aamiin
pembalakan liar,yaallah
sosial kemanusiaan,mudah jauh marabahaya
sosial kemanusiaan,ya allah asa kiamat gak disitutabahkanlah hati saudara bencana ya allah
sosial kemanusiaan,alkitab sdh bencana mana perang mana zaman dunia ringkih
sosial kemanusiaan,jt tu bang rugi
pembalakan liar,ngapa mulyono jir
pembalakan liar,tolol pelihara
komentar biasa,akun bodong cuihh
alih fungsi hutan,keluarga km yg rusak
alih fungsi hutan,bacot yg rusak
pembalakan liar,salah mulyono bertaobatlah sm allah yg maki ngatain bajing sm mulyono orang pikir klu lu otak waras
pembalakan liar,musibah benjana alam nyalahin jokowi gk waras ni orang hubung nya bencana alam tuhan manusia yg situ bro
kebijakan pemerintah,anj ng kait dgn jokowi dun uuu nya lahir mah
pembalakan liar,smg bpk jokowi sllu dlm lindung allah
kebijakan pemerintah,oon lg bencana kait jokowi
sosial kemanusiaan,sorot sungai rumah duduk gmn mas
pembalakan liar,alam mas mulyono abahkomen gni aja
sosial kemanusiaan,azab utk aceh krn agama impor
sosial kemanusiaan,m a t a m u
pembalakan liar,si dungu
pembalakan liar,akun odgj bazer jongos grombolan hti yaman abah muncul jual narasi hoax fitnahh
kebijakan pemerintah,wewe gombel ya nama gak komenmu kayak manusia
sosial kemanusiaan,iblis sangkut komen
sosial kemanusiaan,salah bl wujud manusia si ikut abah
kebijakan pemerintah,udh takdir kalo bencana kayak duit harta benda gak mohon ampun
sosial kemanusiaan,iya kakini tegur dri allah kamidoa moga lekas pulih kembali
pembalakan liar,yg kaya ttep kaya tau nyimpen harta mgkin rumah yg hanyut dgan uang
sosial kemanusiaan,kondisi mala bahas derajat bantu doa biar sehat mudah hadap musibah
sosial kemanusiaan,betull
sosial kemanusiaan,bener kak
komentar biasa,kiamat
sosial kemanusiaan,naaaa temenbantu doa nya papa rantau aceh udah minggu gak kabar moga papa baikaja moga bencana sana cepat reda moga korban jwa
sosial kemanusiaan,yg kaya dpr yg miskin kena bencana
komentar biasa,kalo aset digital si kaya tinggal taik uang aja
pembalakan liar,vidio yg kaya tinggal bersiin rumah yg miskin hilang rumah hanyut
sosial kemanusiaan,ganja tanam bangsa sok suci
sosial kemanusiaan,medan tapanuli kena banjir bandang
sosial kemanusiaan,komen goblok wkwkwk
pembalakan liar,akibat pastor pembabtis anjinganjing jajah nusantara
sosial kemanusiaan,apaa nya kau opini mu buruk bencana alam dgn kotanyaa
sosial kemanusiaan,kalo logika kaum agam sana maksiat prostitusi judi narkoba tinggal sholat
sosial kemanusiaan,bicara intropeksi intropeksi diriitu liat tegur aceh smua manusia slalu sibuk duniawi musibah acehadalah tegur umat manusiapaham
pembalakan liar,liat mata orang gk tau kta alloh alloh yg mha tau
komentar biasa,khan udah bilang bobby yonathan tni aceh bawa batalyon nya dah allah cuci bumo nya kau
alih fungsi hutan,kena azab
pembalakan liar,bsk rumah mu
kebijakan pemerintah,kemarin ganja ken legal
sosial kemanusiaan,hina jawa hama
alih fungsi hutan,sumatera utara sumatera barat
sosial kemanusiaan,aying bencana yg bikin tuhan
komentar biasa,komentar sampah kek gin
kebijakan pemerintah,yeee cina goblok jawa hama udeh cina suku jawa hama suku lu
sosial kemanusiaan,ya sih percaya murka nya tuhan kota tertentuyg suka usik ajar kayakinan knp kampung ku kota ku aman ajh gak yg nama nya bencana karna toransi nya tinggaldan tuhan slalu kati nyadi kota bencana silih bergantitapi kampung ku ajhjadi sgt percaya sbb tuhan janji hak mu balas hak dan sgai umat nya doa aniyaya olh kelompok
pembalakan liar,jahat banget si ngomong kayak gin
sosial kemanusiaan,ya allah daya upaya engkau ya allah ilah ahli waris tunjuk ada orang tua kamiibunda ketemu bencana banjir longsor ya allah ikhlas engkau panggil k pangkuanmunamun hati harap ibunda ketemu bagaimna keadaannyaagar tunai wajib ibundaberilah tunjuk mu ya allah agar hati tenang tentu mud ikhlas takdir ngkau tetap kamiya allah aamiin aamiin aamiin ya allah doa baik unt ibunda keluarga moga cepat temu bunda ny y besti
sosial kemanusiaan,amin
sosial kemanusiaan,amin
sosial kemanusiaan,aamiin
sosial kemanusiaan,amin
sosial kemanusiaan,amin
sosial kemanusiaan,aamiin
sosial kemanusiaan,amin
sosial kemanusiaan,amin
sosial kemanusiaan,amin ya rabbal alamin
sosial kemanusiaan,aamin
sosial kemanusiaan,amin
sosial kemanusiaan,ammin
sosial kemanusiaan,aminn ya allah
sosial kemanusiaan,amin
sosial kemanusiaan,moga ibu baikbaik
sosial kemanusiaan,aamiin aamiin aamiin yaa robbaall alaminnn
sosial kemanusiaan,bener titip nyawa
alih fungsi hutan,buk lihat pohon potong nya surat izin buka lahan
alih fungsi hutan,lu tau hutan digundulitrs yg gundul kalo jabat
alih fungsi hutan,gundul hutan segitu banyak kayu gelondong hanyut bilang tumbang lu liat cek lu nyalahin alam buah hasil rakus jabat knp ga aja lu nyalahin tuhan turun hujan lu dengerin ucap hutan ga takut deforestasi langsung kasih paham jalur langit sadar malu ga salah mundur jabat
sosial kemanusiaan,org yg buat mungkar yg terkeda azab allah keseluruhanmaka nya ulama klo lkemungkaran lgs tegur krn imbas nya org allah murka
sosial kemanusiaan,gara lu
pembalakan liar,allah murka orang syukur otknya salah orang sunam aceh lo nyalahin pimpi an pd jokowi jabat salah
alih fungsi hutan,banjir bandang isi glondongan batu fakta salah bijak pengijinan hutan
alih fungsi hutan,ayo hutan gundul biar indonesian laut renang bareng klo sadar biar huni nya pd mati
sosial kemanusiaan,maaf broo salah individu jd jd tolong nilai dgn bijak yg maksud klo mungkar depan mata biar yg azab allah turun dampak nya semua orgbukan kpd yg buat aja
pembalakan liar,udah brobiarkan cuci tangan darah korban tempel jari jemari
sosial kemanusiaan,tsunami aceh dmn aceh jaman jahiliyah gam mana bebas nanam ganja maksiaar dmn allah luluh lantak bencana allah tegur coba kaum apa agama walupun org yg maksiat tp klo allah sdh murka yg kena buka doang paham iq simpanse
sosial kemanusiaan,qs at taubah tlong dbaca
alih fungsi hutan,anjj liat yg rusakin hutan jngn ct
kebijakan pemerintah,lg nyalahin jokowi sih
sosial kemanusiaan,budak yaman
kebijakan pemerintah,gak nyambung loe sangkut pautin jokowi
pembalakan liar,rusa hutan tdk dlm malam jd jokowi yg kasi ijin tebang pohon masif babi buta wajjb tanggung ga lgsg bunuh ribu nyawa
sosial kemanusiaan,bencana yg salah mantan presiden hidup uji hidup
sosial kemanusiaan,ternyta bnyk org ngetik gak pke otak yh
sosial kemanusiaan,gara gara bapak selingkuh
sosial kemanusiaan,bnn kalo longsor
sosial kemanusiaan,innalilahi wa innailaihi rojiun
sosial kemanusiaan,ya allah
sosial kemanusiaan,yg erti hukum alam jgn main alam kasi orang dosa kena imbas
sosial kemanusiaan,alam bersih sndiri manusia numpang hidup alam tp jd kuasa alamhidup yng selaras alam
sosial kemanusiaan,ya allah ayah ku ga kabarlokasi nyh aceh bireuendia rantau sana
sosial kemanusiaan,tuhan marah ngamuk lari kotor manusia lg yg maha kuasa
sosial kemanusiaan,lagi
kebijakan pemerintah,perintah gak otakseharusnya tetap bencana nasional
sosial kemanusiaan,kira ku karna provinsi bencana ya
sosial kemanusiaan,hilang yg kabar hilang isjtima lampung trus jakarta reuni
pembalakan liar,fakta
pembalakan liar,yha masak borong
sosial kemanusiaan,prabowo bencana biasalebih saudara yg palestina
sosial kemanusiaan,komen bang
sosial kemanusiaan,bang daya rusak dahsyat
pembalakan liar,gtu orang yg bilang suasana cekam yg siar disosmed
