predicted_label,komentar
sosial kemanusiaan,bang buka donasi tinggal huhu
kebijakan pemerintah,mending donasi perintah koropsi
sosial kemanusiaan,pas tu bagi ntiga pripinsi
sosial kemanusiaan,bang minyak sulit ngantri kota belah gilak kali lihat
sosial kemanusiaan,makasih ya bang
sosial kemanusiaan,salur bg biar gk yg dampak
sosial kemanusiaan,anak sumbar berterimakasih bg ferry irwanditelah bantu kena dampak bencana sumatrasemoga muncul bg ferry irwandi yg ny
kebijakan pemerintah,wakil rakyat rakyat
kebijakan pemerintah,dri perintah sumbar jg aja
sosial kemanusiaan,bagi bang
pembalakan liar,udah m
sosial kemanusiaan,kitabisa m
sosial kemanusiaan,lu bayangin duit donasi rakyat aja gin banyak brp duit pajak duit rakyat tuh banget gila
sosial kemanusiaan,ferry terima kasih kontribusi moga allah swt balas baik jalan hidup depan
sosial kemanusiaan,sory telat donasi end live donasi bang
alih fungsi hutan,pray for sumatera
sosial kemanusiaan,jangkau daerah isolir pakai drone tani bang ngangkut beban kg dronenya
sosial kemanusiaan,rakyat mandiri
sosial kemanusiaan,indonesia
pembalakan liar,gw udah ancangancang audit dana donasi lu bang
komentar biasa,maaf gw donasi ajaa
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,yg donate yg jawa gak
sosial kemanusiaan,kereennn
sosial kemanusiaan,m bantu korban bencana trilliunan bantu hutan sumatra moga kondisi sana lekas normal
sosial kemanusiaan,jam udah m bayang
pembalakan liar,blickwinker bissmiillah salur aamiin
sosial kemanusiaan,luar moga proses beri dana bantu transparan dipertanggungjawabkan takut pihakpihak seberang yg ngejadiin alat ngejatuhin mas ferry kemudi aja purapura donasi perkara kait alir dana dll gak yg tau
sosial kemanusiaan,barakallah bangsa moga buka mata laku rusa hutan
sosial kemanusiaan,orang yg percaya bang banding perintah ayo bang bikin negara
sosial kemanusiaan,lokasi cape resiko lapagan resiko negara kalo hilang anak muda yg gw bayang buku tabel sederhana tanggal jam urai belanja debet kredit saldo link foto kwitansi link dokumentasi formatcara
sosial kemanusiaan,terimakasih nak ferry salut respek jerih payah utk satu org yg duli saudara jgn lupa jaga sehat ya nak sehat
sosial kemanusiaan,lihat anggota dpr jabat patungan donasi sumatra kalo coba share
sosial kemanusiaan,salut banget lo capt ga bicara langsung tindak bener wakil rakyat banget harap lo sampe masuk gedung dpr bang proud of you
sosial kemanusiaan,donasi qris kah bang
sosial kemanusiaan,moga lindung dr jangkau pe merintahdan mafia liar yg
sosial kemanusiaan,terima kasih utk klian orang yg rela bantu utk yg dukung channel ferryterima kasih kerja keras ferry irwandi
sosial kemanusiaan,kalo donate
sosial kemanusiaan,loh bang aq donate tp udah habis sesi buka hp aq tau bang kalo bang ferry open donate aq mbatin dalem hati mana ya aq donate warga sumatra lapak yg percaya gk korupsi
sosial kemanusiaan,pliss bang open donasi tambahin
pembalakan liar,salurin mana donasi kak
sosial kemanusiaan,rakyat rakyat
pembalakan liar,eksekusi pemda hrs pesawat jalan darat ga oya lempar dr udara beras pecah plastik jatuh tanah beras nya pakai ya bingung ubi jagung ketela air kotor
pembalakan liar,negetiberas ikat pakai tali tambangdisini lempar gitu aja contoh
sosial kemanusiaan,masyaallah bang fery
pembalakan liar,kerja gw ngumpulin donasitp gw gak percaya gw pilih bang ferry
sosial kemanusiaan,semangat
sosial kemanusiaan,ribu ribu moga manfaat
sosial kemanusiaan,rakyat bantu rakyat
kebijakan pemerintah,donatur salut banget rakyat indonesia perintah malu sih bencana nasional
pembalakan liar,udah m
sosial kemanusiaan,bang tolong bang sodara aceh kota dingin mreka hari jalur akses putus udara satusatunya ntah pakai yg badan tolong bang salam bang aceh
sosial kemanusiaan,donasi kumpul khusus bantu korban bencana banjir tanah longsor landa wilayah sumatera aceh target salur ferry irwandi malaka project dana salur langsung masyarakat dampak daerahdaerah prioritas aceh sumatera utara sumatera barat fokus bantu bantu salur cakup butuh desak makan saji air bersih perahu evakuasi tenda darurat obatobatan rencana bangun rumah fasilitas tantang tantang besar hadap akses transportasi jangkau kawasan jalan putus total ferry tim koordinasi bantu benarbenar
sosial kemanusiaan,anak sumatra gw bangga lu bg gw percaya lu gw donasi
komentar biasa,lihat pikir perintah fungsiny ya
sosial kemanusiaan,the real influencer orang benerbener mengiinfluence orangorang influencer sehat sehat bang
pembalakan liar,link nya terusin aja ada khusus bantu manusia disalurin minggu indonesia
sosial kemanusiaan,alhamdllah terima kasih bang ferry donatur moga allah ganti dnegan rezeku berkah padang
sosial kemanusiaan,terima kasih warga sipil
sosial kemanusiaan,warga bantu warga
sosial kemanusiaan,bang kalo usulsebagian donasi kasih korbar minimarket yg dijarahkasian kena musibah karna toko dijarahitu aja sih
sosial kemanusiaan,ferry team terimakasih bantu kesana langsung jaga sehat sehat
sosial kemanusiaan,ya allah alhamdulillah rakyat rakyat jazaakumullah bang ferry tim donatur umur juang
sosial kemanusiaan,bang ferry ijin galang donasi kitabisa crowdfunding potonganya bantu sayang nego khusus potonganya kecil capai m dana operasional lumayan mohon maaf
sosial kemanusiaan,beliin bibit pohon bang reboisasi
sosial kemanusiaan,pondok pesantren hamka maninjau sumbar bantu isolir
sosial kemanusiaan,masya allah
sosial kemanusiaan,barokah always
perubahan iklim,buka lg donasi kak
sosial kemanusiaan,keren streamer rintis ini
sosial kemanusiaan,httpsyoutubebjjaqmvtosihtctchqviamel
sosial kemanusiaan,link donasi tolong pinned
pembalakan liar,udah tutup ngab
komentar biasa,donasi ga
pembalakan liar,udh tutup
sosial kemanusiaan,gmna bang fery
sosial kemanusiaan,maaf bang salah tp musim hujan debit air danau sungai banjir susul maksud buka pintu air danau bendung singkarak tambah volume air pengoprasiannnya maksud coba cek lepas air terkordinsi kalo hujan lebat luap susul video hulu bendung danau singkarak luap buka pintu air nya video warga hilir sungai belok alir sungai irigasi yg lewat mukim kembali arah alir air hilir alat berat arti nya air sungai hilir alir alir sungai area mukim nya cek bang biar koreksi kordinasi kalo hujan lebat pintu air danau buka kayak nya banjir hilir masuk mukim karna alir air nya kembali posisi titik lokasi
kebijakan pemerintah,teman teman tulis campaign udaj gabisa donasi kah
sosial kemanusiaan,yes
kebijakan pemerintah,teman teman tulis campaign udaj gabisa donasi kah
pembalakan liar,iya udh tutup
sosial kemanusiaan,anak muda jiwa kritis kuat hati bersihterimakasih ferry irwandi nya salur tangan gift donasi org
sosial kemanusiaan,moga donasi bsa ngebantu baik hutan yg rusak
sosial kemanusiaan,terima kasih bang ferrysemoga sumbang korban bencana sumatrapada tangan percaya
kebijakan pemerintah,alhamdulilah gua percaya insya allah luu amanah bang pliiss kerja bareng perintah nyalurin uang nya perintah
sosial kemanusiaan,umur orangorang
sosial kemanusiaan,rakyat bantu rakyat umur juang
pembalakan liar,udah m cuk
kebijakan pemerintah,bayangin rakyat dzolimi perintah
sosial kemanusiaan,gass langsung bantu bang pakai bersih hijab gak peduli bekas obat bang
sosial kemanusiaan,im respect you bro
sosial kemanusiaan,terimakasih bg feryy rakyat indonesia bantu sumatra saudara yg dampak bencana moga allah swt balas baik
sosial kemanusiaan,barakalloh
sosial kemanusiaan,m
sosial kemanusiaan,anggota dpr ga yg nyumbang ya
sosial kemanusiaan,perintah sibuk cuci tangan rakyat juang bantu rakyat
sosial kemanusiaan,selamat mantab mas ferry salur titip suara kritis rusa lingkung sesat pikir kuasa
alih fungsi hutan,bbrpa bln yg gubnr aceh usir tambang ilegal yg dlm hutan aceh aceh tindak aparat tegak hukum kabur dgn tinggal alat berat nya hutan aceh
sosial kemanusiaan,fer istirahat fer you look so tired ask others to continue the streaming
sosial kemanusiaan,aceh
sosial kemanusiaan,gua gak uang donasi cuman gua kuota yaps gua cuman dukung doa adsense ferry
sosial kemanusiaan,sip
sosial kemanusiaan,m bang merinding banget kompak moga lekas pulih sumatra
sosial kemanusiaan,buka ga
sosial kemanusiaan,alhamdulillah terima kasih bang ferry
sosial kemanusiaan,terima kasih bang terima kasih bantu
sosial kemanusiaan,gw doa in moga selamat sehat lu jaga bglu kawal bantu langsungke titik yg akses
kebijakan pemerintah,ajak perintah bang salurin bantu ya
sosial kemanusiaan,alhamdulillah hebat bang
kebijakan pemerintah,btw yg kampanye lokasi sampe didoain presiden umur hidup
sosial kemanusiaan,wowokkk
sosial kemanusiaan,hy kak
sosial kemanusiaan,biang kerok buat bijak si zulhas sumbar usir tuh anjlakhnat bumi minangkabau
sosial kemanusiaan,iniloh pohon asli indonesia milik akar lebar cocok atas tebing sungai hulu httpsyoutubedvueiwrcsiufirmlisgtex
sosial kemanusiaan,showing the qris code throughout the vid is purely genius krn sgt mudah donsai gw donasi linknya gabisa krn crash or gimana but qris langsung transfer straight to the back acc takut salah akun etc syukur qris rakyat salingjaga and btw thank you bang ferry for using ur platform and influence gbu bang
pembalakan liar,judul backgound nya mana bang
sosial kemanusiaan,httpsyoutubeaykypvdxsimulehmnapdtfxd
sosial kemanusiaan,pindah parfum hmns
sosial kemanusiaan,jam donasi miliar komen orang bukti masyarakat gak omong langsung aksi tanggap kelompok dorong terimakasih donatur show up speak up bantu dorong tindak prayforsumatra
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,lanhsung salurin gosah kamarentah ahli nilep
sosial kemanusiaan,lo sehat bg fer panjang tangan bantu tangan butuh bismillah moga allah mudah
sosial kemanusiaan,capai miliar keren dear warga sumatra bantu berangkat moga sumatra cepat pulih
sosial kemanusiaan,report dh m guys
sosial kemanusiaan,bro timoty bro kalimasada
pembalakan liar,nge donasi
pembalakan liar,donasi
sosial kemanusiaan,tsunami aceh perintah sby bersit dlm benak sy tsunami wkt buat manusia ya konspirasi yg tendensi utk kuasa indonesia yg hasil cipta infrastruktur rahasia yg dpt cipta alir dn gelombang air yg dahsyat yg implementasi pimpin sby tumbang krn sulit ekonomi dn bangkrut krn tsunami tp kuat kecele bencana bangkit perhati dn empati dunia shg bantu alir dr penjuru dunia niat konspirasi bangkrut indonesia dn tumbang sby gagal total niat ulang lg kelompok konspirasi mana yg kuasa indonesia tp lawan keras dr rakyat indonesia dr perintah prabowo tp ajar dr alam intensitas tdunaminya rang tdk tsunami aceh tdk tarik perhati dn bantu internasional benang merah yg tarik dr analisa sy adl locus bencana aceh dn srilanka lokasi yg bs jangkau infrastruktur yg bangun benang merah adl situasi politik yg dn pilih sby yg tdk hendak konspirator dlm duga sy jg infrastruktur sdh bangun jg indonesia psn yg bangun era perintah jokowi infrastruktur yg bs cipta banjir bandang mana contoh bal bbrp wkt yl
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,rp kumpul rp
sosial kemanusiaan,thanks
sosial kemanusiaan,alhamdulillah terimakasih ferry irwandi n donatur moga sodara disumatera bantu sehat saudara disumatera amin
sosial kemanusiaan,mantap
sosial kemanusiaan,goks m sehat sehat bang ferry sehat sehat warga sipil
pembalakan liar,salur dana nya agen independen tangan jabat daerahh
pembalakan liar,nyala rakyattttt
sosial kemanusiaan,smoga nominal kumpul terima donasi sesuai bismillah terima kasih orang orang baikkk
sosial kemanusiaan,alhamdulillah beneran tembus bg gerak distribusi
kebijakan pemerintah,ngatain modal yapping ngapain ya
sosial kemanusiaan,ngak cuman indo kayak mah negara tetangga terima kasih
sosial kemanusiaan,lu tau bang cinta taruh percaya lu sehat sehat ya bang terima kasih donatur moga berkah baik balik hidup sehat sehat
kebijakan pemerintah,buka ga sih
sosial kemanusiaan,oalahparfum hmns
sosial kemanusiaan,ferri irwandi jabat
sosial kemanusiaan,udah m solidaritas
pembalakan liar,lupa rehat
sosial kemanusiaan,langsung terima ya jgn titip
sosial kemanusiaan,w stream keep it up
kebijakan pemerintah,keren lu bang hari segitu donatur oke gak salah lu bang dr pns pimpin maju
kebijakan pemerintah,moga potong pajak
sosial kemanusiaan,umur juang orangorang
sosial kemanusiaan,jujurtapi orang jujur udah baik
sosial kemanusiaan,ken banget liat anak malaka terjun langsung lapang bantu
sosial kemanusiaan,terimakasih bg ferry irwandi for u
sosial kemanusiaan,ayam kecil
sosial kemanusiaan,rispect
sosial kemanusiaan,big rispek yg libat keren
sosial kemanusiaan,kaliann yg usaha insyaallah masuk syurga kelak special ferry nanyi syurganya firdaus insyallah makasih banyakk bang netijen insyallah msh siapp support utk pulih ayo beli hutan bang
sosial kemanusiaan,w hmns
sosial kemanusiaan,prayforsumatera mohon donasi sodara sumatra usdt alamat address xceebeeffeefdaacaf jaring bep
sosial kemanusiaan,sumateramerdeka
sosial kemanusiaan,yo gauys
sosial kemanusiaan,tindak berkat rahmat tuhan maha kuasa nama negeri sebentar karunia rezeki orang orang muncul amin allahumma amin raden mas ferry irwandi bismillah sehat sehat keluarga amin ya robbal allamin serakah bangkai busuk cium busuk busuk muka amin amin amin
sosial kemanusiaan,semangat warga bumi
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,yg bilang abang yapping coba seruduk akun instagrmannya tag orang nya modal ngebacot cuap cuap
kebijakan pemerintah,perintah gk becus merintahmending ganti nama parasit
pembalakan liar,ojo korupsi lho duit donasi mas fery
sosial kemanusiaan,sumatra bang sumatera moga allah mudah nya
sosial kemanusiaan,bismilah moga sumatra pulih rakyat bantu rakyat
sosial kemanusiaan,hati hati bang lokasi jaga sehat
sosial kemanusiaan,terimakasih teman teman moga baik teman teman balas berkalikali lipat tuhan maha esa warga bantu warga
sosial kemanusiaan,alhamdulillah moga bantu sodara yg timpa musibah pulih kais rejeki aamiin
sosial kemanusiaan,w rakyat
pembalakan liar,bang salur nya jgn pemerintahngeri korup wwkwkw
kebijakan pemerintah,emang perintah salur bantu
kebijakan pemerintah,yakali salur perintah gadong
pembalakan liar,ustadz mansyur open donasi tuhhh
sosial kemanusiaan,ym
komentar biasa,pemerintahpara boomerang buzzee nggk urat malu najiss
sosial kemanusiaan,alhamdulilah moga sasar bang
kebijakan pemerintah,perintah kaga nh kaya gin
sosial kemanusiaan,terima kasih ferry peduli baik manusia yg manfaat utk orang
sosial kemanusiaan,makasih fer
sosial kemanusiaan,zulkifli hasan senang woi
sosial kemanusiaan,gubernurbupaticamatkades komisi gua
sosial kemanusiaan,mas ferry dobrak respeck my hero
sosial kemanusiaan,kerennnnnnnnn bang
sosial kemanusiaan,tahn bang
sosial kemanusiaan,mil
sosial kemanusiaan,take good care of your health too ferr indonesia needs you
sosial kemanusiaan,cepet y golek duit
sosial kemanusiaan,respek
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,bang kalo kumpul kirim korban bencana langsung ya titipkam lainpemerintahan percaya lu perintah suwun kang
sosial kemanusiaan,poin
kebijakan pemerintah,covid aja korup haji korup bansos dikorupmasih percaya perintah
sosial kemanusiaan,ktppun korup njirt
sosial kemanusiaan,aman bang ferdi
sosial kemanusiaan,skymenferry
sosial kemanusiaan,moga yg suka kafir org yg pidato nyuruh org amal mreka sekarg gerak bneran donasi
sosial kemanusiaan,jaga sehat bang negeri butuh individu abang
sosial kemanusiaan,wow mantab bang rakyat kalo percaya kasih salah percaya masyarakat sipil bang good job
pembalakan liar,harap klu negri org pikir org lain cm ngasih doa org
sosial kemanusiaan,bang ferry terimakasih mengkoordinir donasi terima kasih kemarin foto bareng indonesia darurat korupsi darurat alkhlak bejat juta ferry guru gembul salsabila
sosial kemanusiaan,so grateful for you ferry irwandi and all indonesian
sosial kemanusiaan,mantapppp
sosial kemanusiaan,terimakasih bang
sosial kemanusiaan,terimakasih orang bikin manusia ok skrg kalo beli parfum hmns deh
sosial kemanusiaan,salut respect kontribusi bagi donasi harta terima kasih banyakk ken nang liat gw tt
sosial kemanusiaan,iya masyarakat indonesia peduli jabat sudah drama politik ambil tindakam ya citra
sosial kemanusiaan,alhamdulillah bang gera orang yg donasi bantu saudara kena bencana umur halhal
sosial kemanusiaan,bang tulong jok bntuan lngsong keu rakyat bek keu pjabat aceh yng hna amnah dna otonomi khusus njang triliun rupiah njan mntong gohlom djibagi deungon djroh peue lom peng triliun rupiah lam dna wakaf nyan geutnjoe ureuengureueng akr rumput ka leubeh nibak thon lagee njoe geutanjoe hna ta keumajuan ekonomi atawa kmakmuran
sosial kemanusiaan,viral zulhas mksdnya
sosial kemanusiaan,moga salur lancar fraud salur sesuai butuh langsung orang terima
sosial kemanusiaan,gila lu bang guna perintah respect bang fery
sosial kemanusiaan,yuk yukkita bahu bahu ringan beban saudara yg ig kena musibah
kebijakan pemerintah,perintah m
sosial kemanusiaan,vik cundang dpr dpd utus daerah nyata peduli
pembalakan liar,bang tolong untunk pantau dana biar gk mana
sosial kemanusiaan,terima kasih bang ferry temanteman influencer nya udah wadah charity saudarasaudara sumatera terima kasih warga sipil udah donasi moga sehat lancar rezeki prayforsumatera wargabantuwarga
alih fungsi hutan,nama daerah ranah kampung pisang kec iv koto kab agam bang akses jalan putus
sosial kemanusiaan,moga amanah salur bantu bang terima kasih orangorang
sosial kemanusiaan,gelo sukses orang
sosial kemanusiaan,luarbiasa orang
alih fungsi hutan,sebab banjir gundul hutan sebab gundul hutan kebun sawit sebab kebun sawit akomodasi butuh minyak sebab butuh minyak masyarakat konsumsi minyak cegah banjir kurang konsumsi minyak sawit usaha cermin butuh masyarakat usaha maksimal untung masyarakat butuh masyarakat salah usaha salah masyarakat kendali nafsu usaha akomodasi nafsu masyarakat usaha stop akomodasi masyarakat masyarakat cari alternatif masyarakat usaha pikir henti produksi kebun sawit konsumsi minyak sawit perintah salah perintah tanggung salah besar krn izin perintah kebun sawit cipta
alih fungsi hutan,perintah lalu normalisasi sungai awas hutan musim hujan
alih fungsi hutan,minyak aja masyarakat indonesia jgn full export
sosial kemanusiaan,moga orang percaya karna orang indonesia mikir nyumbang takut g korban bencana
sosial kemanusiaan,makasih ya fer uda bantu saudara sumut sumbar aceh ngak fer tolong keluarga camat kolang tapteng sirau sorkam blm jangkau bantu pangan uda lapar keluarga yg pulau jawa kirim bantu tolong keluarga yg medan kesana hambat akses jalan krna tarutungtapteng putus aceh sungguh sy tolong bantu keluarga sana maaf ya sy lancang krna sy uda putus harap gimna tolong keluarga sana
alih fungsi hutan,donasi bang kumpul beli lahantanah sumatra tanam pohon fungsi hutan donasi pohon endemik hewan endemik
sosial kemanusiaan,moga donasi warga sipil bantu ya bang ferry
sosial kemanusiaan,w everybody
sosial kemanusiaan,sehat mas ferry tim berangkat sumatera kembali terimakasih kpd apa kontribusi warga jaga warga rakyat rakyat alam manusia
sosial kemanusiaan,m gg
sosial kemanusiaan,maaf gak bantu uang buruk bantu doa
sosial kemanusiaan,rekrut bg rawan daerah aceh warga aceh
kebijakan pemerintah,perintah basmi
sosial kemanusiaan,kabar baru nerima bantu sumatera nunjukkin kk ktp
kebijakan pemerintah,jasa lu bg drpd perintah
kebijakan pemerintah,moga sumatera cepat pulih
sosial kemanusiaan,moga gak korup
sosial kemanusiaan,ga salah emang indonesia nobat negara dermawan politikus ama jabat bajing
sosial kemanusiaan,orang indonesia banya orang jujur nya orang ragu percaya sehat sehat bang ferry donatur yg kena musibah uji ini
pembalakan liar,gokil emang lu bang
sosial kemanusiaan,dpr sungguh
pembalakan liar,ayooo donasi rb mudahhan ammin
sosial kemanusiaan,rakyat rakyat
sosial kemanusiaan,semangat sodaraku ferry terimaksih orang bantu material doa tuhan kati
kebijakan pemerintah,rakyat rakyat gk pakai drama poto pakai banner solidaritasrakyatindonesia
sosial kemanusiaan,mantap saudara
sosial kemanusiaan,umur
kebijakan pemerintah,ferry irwandi vs perintah
sosial kemanusiaan,alhamdulillah makasih bang ferry irwandi sedia wadah donasi
sosial kemanusiaan,rakyat bantu rakyat
kebijakan pemerintah,perintah afk
sosial kemanusiaan,makasih orang yg bantu moga sehat sukses amin
sosial kemanusiaan,alhmdllh bang moga lekas baik sumatra keren btrp lukedi notice ndut lu wkwkwk
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,semalem nntn streaming ya allah
sosial kemanusiaan,bang butuh distribusi barang bantu bencana sumatra kantor buka posko bang cek sng cargo bekerjasama brand distribusi barang gratis area dampak
sosial kemanusiaan,tau milyar
sosial kemanusiaan,desember jam total kumpul m
sosial kemanusiaan,the power of belacauuuuu
sosial kemanusiaan,emang gila masyarakat indonesia peringkat dunia negara dermawan
sosial kemanusiaan,kereeen bangetttttttt sehat bang ferry berkah donatur aamiin aamiin berkah terima sumbang aamiin
sosial kemanusiaan,moga terima rata
sosial kemanusiaan,open donasi anda jabat kompeten amanah moga depan bijak cermat pilih jabat amanah disiasiakan tunggu kiamat sahabat amanah disiasiakan ya rasulullah beliau urus serah ahli tunggu kiamat hr albukhari no
alih fungsi hutan,lekas pulih sumatera
sosial kemanusiaan,donate keren sisih uang orang orang musibah donate tpi tolong keren moga mudah rezeki nya
sosial kemanusiaan,info loker volunteer bang
kebijakan pemerintah,perintah bikini bottom be like
sosial kemanusiaan,indonesia kurang orang terima kasih
sosial kemanusiaan,terima kasih bang ferry kitabisadotcom media salur donasi terima kasih donatur moga saudarasaudara aceh sumbar sumut bantu kondisi pulih wargabantuwarga prayforsumatera
sosial kemanusiaan,moga allah kuat orang kena musibah lindung orangorang buat jalan
sosial kemanusiaan,udah tembus m gilak keren
sosial kemanusiaan,keren banget bang terimakasih
sosial kemanusiaan,lupa makan istirahat bang sampe tumbang
sosial kemanusiaan,masyaallah bg
sosial kemanusiaan,gw orang indonesia dermawan tingkat percaya uji seleweng orang bangsat temu percaya senang hati salur kedermawanan bukti percaya mahal nila orang dermawan butuh
kebijakan pemerintah,gk bantu banyk nganggur cepat pulih sumatra
sosial kemanusiaan,manusia langka super
kebijakan pemerintah,blom masuk kategori bencana nasional kata nyawa ga harga bro negeri
sosial kemanusiaan,moga lekas sebar korban bencana bantu jangkau lokasi akibat akses putus
sosial kemanusiaan,kab tamiang parah kantor bupati kodim polres dll off rendam air wa uda sampe kuala simpang boat pkl susu ud jumpa selamat aman kota kuala simpang hancur hancur surut dgn kondisi lumpur dmn air kenang ruko banjir mtr tinggi kondisi jalan darat blm bs tembus medan longsor seumadam bbrp titik air yg mampet tahan lumpur tah bs masuk mobil bantu bbrp toko sembako yg kosong udah jarah utk makan seadaanya akses listrik air bersih internet blm
kebijakan pemerintah,guna abang abang perintah
sosial kemanusiaan,lucu yah negara jabat ulah kena imbas rakyat rakyat bahu bahu hadap bencana jabat bajing kesan kek rakyat paksa asuh manusia manusia ga nurani bajing nyusahin rakyat doang bisa cuiihh
alih fungsi hutan,assalamualaikum bg maaf info kampung jorong aia angek nagari koto tringgi camat gunuang omeh kabupaten puluh kota rumah nya ti tempat
sosial kemanusiaan,terima kasih mas wakil rakyat genuineauthenticpure
sosial kemanusiaan,warga sumut terimakasih bg upaya nya galang dana bantu bencana sumatera sehat warga aceh sumbar daerah lain
sosial kemanusiaan,orang terimakasih salam tulungagung jawa timur
sosial kemanusiaan,semangat bang lupa jaga sehat
kebijakan pemerintah,moga cepat pulih sumatra
sosial kemanusiaan,prayforsumatra
sosial kemanusiaan,istrht bng dr semalem ga tidur
sosial kemanusiaan,selamat bgterima kasih moga allah limpah rahmat orang sumbang utk korban bencana sumbar
sosial kemanusiaan,maaf bang bom bantu moga bantu
sosial kemanusiaan,ferr klo uang sewa helikopter salur bantu daerah yg jangkau mobil
sosial kemanusiaan,nahhh desa pencil yg blm ekspos
kebijakan pemerintah,heli oke gandeng perintah unit nya sewa heli mahal kalo dipake hari bengkak donasi nya oke bantu utama aja wifi starlink internet butuh
sosial kemanusiaan,amazing job bang fery
sosial kemanusiaan,tolong atur duit sasar bang takut bgt tilep nyampe masyarakat sisa m
kebijakan pemerintah,malaysia derma minat channel ferry harap indonesia pulih donasi harap bantu
sosial kemanusiaan,terima kasih
sosial kemanusiaan,terima kasih
sosial kemanusiaan,terima kasih sodara malaysia
sosial kemanusiaan,terimakasih sodara ku mudah mudah sehat walafiat
sosial kemanusiaan,biasa bilang ga rendah niat yg milik saran hehehe
sosial kemanusiaan,bg punten lupa salur beli popok bayi cd utk org dewasa suka lupa balut wanita
sosial kemanusiaan,nitip bang
sosial kemanusiaan,rakyat indonesia ragu kalo tolong bukti banyak donasi yg masuk aksi galang dana yg dilkukan influencer youtuber lawan sbenarnya adlah jabat jabat yg becus
sosial kemanusiaan,bang fer qris donasi
sosial kemanusiaan,terimakasih bang fery org sumatera lokasi bencana neng yg donasi doa galang dana aliansi mahasiswa sumatera yg mojokerto moga lancar amiinn
kebijakan pemerintah,rakyat bantu rakyat perintah nol
sosial kemanusiaan,alhamdulillah lekas pulih sumatera
sosial kemanusiaan,warga warga
kebijakan pemerintah,jokowi keluarga udah nyumbang blom bang
sosial kemanusiaan,alhamdulillah terimakasi donatur
kebijakan pemerintah,kalo kasih jabat daerah situ nyampe m doang mending bang ferry aja ngasih langsung
sosial kemanusiaan,warga warga baik asal prayforsumatra
sosial kemanusiaan,ferry irwandi donatur bismillah allah jaga jabat aparat tunggu hitung akhirat kelak
sosial kemanusiaan,moga jabat serakah arogan tempat neraka dalam dalam hancur generasi indonesia manusia lingkung
sosial kemanusiaan,aamiin makasih doa bang abang kawan
pembalakan liar,aamiin allahumma aamiin
sosial kemanusiaan,hal akhirat urus aja yg urus plocoti cincang ongseng obong
sosial kemanusiaan,aminnn
sosial kemanusiaan,bencana selesai warga sumatera berani lawan manusia serakah yg hancur hutan
kebijakan pemerintah,beking perintah pusat militer pilih merdeka indonesia
sosial kemanusiaan,hestydsajaya lawan kocak beking an media sosial is the greatest weapon we had orang dah melek medsos manfaat jaman kuno lu buzzer dapet bayar darimanalu pikir bener dikit napa lu liat galang dana lu power of medsos peduli warga warga
sosial kemanusiaan,nice temen bantu mokasih da
sosial kemanusiaan,alhamdulillah berkaah bang fer
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,maaf donasi moga bantu moga tementemen bangsa sana ringan sakit miliar donasi goks keren banget nyampe m hari
sosial kemanusiaan,harap donasi lanjut bantu masyarakat daerah pencil
sosial kemanusiaan,bantu ya kak aceh rumah hanyut gimana ya terima bantu
sosial kemanusiaan,banh cepet ajah kirim bantu sambil bggg urgent jgn kumpul uang mulu korban nambah mulu org org lapar desa desa tenggelam tolong bg tolonggg buang
sosial kemanusiaan,sabar bg ferry team upaya maksimal cepat nya
pembalakan liar,lu duit jatuh langit enteng banget ngomong bantu terjun lapang langsung aja kgk lu grasakgrusuk nyuruh orang cepet lu sibuk maen hp gk tolol orang terjun langsung jga tau urgensi
sosial kemanusiaan,kontol
kebijakan pemerintah,yg tau akun mbak buzzer perintah yg ngomongin yaping melulu bikin gebrak
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,maa syaa allah bang lupa istirahat
pembalakan liar,lu mana lu thanks bgtt orang udh sumbang harta tenaga pikir
sosial kemanusiaan,warga aceh doa yg bang fery tim doa usaha balas baik allah azza wajalla amminn yra
sosial kemanusiaan,very proud of you all
sosial kemanusiaan,sir moga cpt pulih
sosial kemanusiaan,mantap alhamdulillah prayforsumatera
sosial kemanusiaan,masyaallah alhamdulillah bismillah lancar salur pelosok aamiin
sosial kemanusiaan,kirim donasi bentuk uang mas ferry surabaya terima kasih
sosial kemanusiaan,via qris
sosial kemanusiaan,keren bgt
kebijakan pemerintah,kena pajak bang
sosial kemanusiaan,ancam sehat ispa intai
sosial kemanusiaan,yah lewat ati djp bang
sosial kemanusiaan,lihat dr banget rakyat baek yg gk cermin wakil
sosial kemanusiaan,live mahal
sosial kemanusiaan,alhamdulillah
sosial kemanusiaan,ngumpulin duit aja yg indonesia miskin hebat mari bantu saudara musibah
sosial kemanusiaan,keren bang ferry irwandi tementemen yg udh donasi moga tuhan lancar rezeki
sosial kemanusiaan,orang indonesia murah hatihanya cari orang yg integritas percaya sulit inidari rakyat rakyatterimakasih indonesia
sosial kemanusiaan,bener orang muka ngambil untung baik dermawan
sosial kemanusiaan,kaya gk sejarah indonesia penuh orang integritas emang langka
sosial kemanusiaan,baznas selesai kannnn
